code,code_type,description,code_class
I69.821,ICD10CM,Dysphasia following other cerebrovascular disease,cevd
I69.822,ICD10CM,Dysarthria following other cerebrovascular disease,cevd
I69.823,ICD10CM,Fluency disorder following other cerebrovascular disease,cevd
I69.828,ICD10CM,Other speech and language deficits following other cerebrovascular disease,cevd
I69.831,ICD10CM,Monoplegia of upper limb following other cerebrovascular disease affecting right dominant side,cevd
I69.832,ICD10CM,Monoplegia of upper limb following other cerebrovascular disease affecting left dominant side,cevd
I69.833,ICD10CM,Monoplegia of upper limb following other cerebrovascular disease affecting right non-dominant side,cevd
I69.834,ICD10CM,Monoplegia of upper limb following other cerebrovascular disease affecting left non-dominant side,cevd
I69.839,ICD10CM,Monoplegia of upper limb following other cerebrovascular disease affecting unspecified side,cevd
I69.841,ICD10CM,Monoplegia of lower limb following other cerebrovascular disease affecting right dominant side,cevd
I69.842,ICD10CM,Monoplegia of lower limb following other cerebrovascular disease affecting left dominant side,cevd
I69.843,ICD10CM,Monoplegia of lower limb following other cerebrovascular disease affecting right non-dominant side,cevd
I69.844,ICD10CM,Monoplegia of lower limb following other cerebrovascular disease affecting left non-dominant side,cevd
I69.849,ICD10CM,Monoplegia of lower limb following other cerebrovascular disease affecting unspecified side,cevd
I69.851,ICD10CM,Hemiplegia and hemiparesis following other cerebrovascular disease affecting right dominant side,cevd
I69.852,ICD10CM,Hemiplegia and hemiparesis following other cerebrovascular disease affecting left dominant side,cevd
I69.853,ICD10CM,Hemiplegia and hemiparesis following other cerebrovascular disease affecting right non-dominant side,cevd
I69.854,ICD10CM,Hemiplegia and hemiparesis following other cerebrovascular disease affecting left non-dominant side,cevd
I69.859,ICD10CM,Hemiplegia and hemiparesis following other cerebrovascular disease affecting unspecified side,cevd
I69.861,ICD10CM,Other paralytic syndrome following other cerebrovascular disease affecting right dominant side,cevd
I69.862,ICD10CM,Other paralytic syndrome following other cerebrovascular disease affecting left dominant side,cevd
I69.863,ICD10CM,Other paralytic syndrome following other cerebrovascular disease affecting right non-dominant side,cevd
I69.864,ICD10CM,Other paralytic syndrome following other cerebrovascular disease affecting left non-dominant side,cevd
I69.865,ICD10CM,"Other paralytic syndrome following other cerebrovascular disease, bilateral",cevd
I69.869,ICD10CM,Other paralytic syndrome following other cerebrovascular disease affecting unspecified side,cevd
I69.898,ICD10CM,Other sequelae of other cerebrovascular disease,cevd
I69.890,ICD10CM,Apraxia following other cerebrovascular disease,cevd
I69.891,ICD10CM,Dysphagia following other cerebrovascular disease,cevd
I69.892,ICD10CM,Facial weakness following other cerebrovascular disease,cevd
I69.893,ICD10CM,Ataxia following other cerebrovascular disease,cevd
I69.90,ICD10CM,Unspecified sequelae of unspecified cerebrovascular disease,cevd
I69.920,ICD10CM,Aphasia following unspecified cerebrovascular disease,cevd
I69.921,ICD10CM,Dysphasia following unspecified cerebrovascular disease,cevd
I69.922,ICD10CM,Dysarthria following unspecified cerebrovascular disease,cevd
I69.923,ICD10CM,Fluency disorder following unspecified cerebrovascular disease,cevd
I69.928,ICD10CM,Other speech and language deficits following unspecified cerebrovascular disease,cevd
I69.931,ICD10CM,Monoplegia of upper limb following unspecified cerebrovascular disease affecting right dominant side,cevd
I69.932,ICD10CM,Monoplegia of upper limb following unspecified cerebrovascular disease affecting left dominant side,cevd
I69.933,ICD10CM,Monoplegia of upper limb following unspecified cerebrovascular disease affecting right non-dominant side,cevd
I69.934,ICD10CM,Monoplegia of upper limb following unspecified cerebrovascular disease affecting left non-dominant side,cevd
I69.939,ICD10CM,Monoplegia of upper limb following unspecified cerebrovascular disease affecting unspecified side,cevd
I69.941,ICD10CM,Monoplegia of lower limb following unspecified cerebrovascular disease affecting right dominant side,cevd
I69.942,ICD10CM,Monoplegia of lower limb following unspecified cerebrovascular disease affecting left dominant side,cevd
I69.943,ICD10CM,Monoplegia of lower limb following unspecified cerebrovascular disease affecting right non-dominant side,cevd
I69.944,ICD10CM,Monoplegia of lower limb following unspecified cerebrovascular disease affecting left non-dominant side,cevd
I69.949,ICD10CM,Monoplegia of lower limb following unspecified cerebrovascular disease affecting unspecified side,cevd
I69.951,ICD10CM,Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting right dominant side,cevd
I69.952,ICD10CM,Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting left dominant side,cevd
I69.953,ICD10CM,Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting right non-dominant side,cevd
I69.954,ICD10CM,Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting left non-dominant side,cevd
I69.959,ICD10CM,Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting unspecified side,cevd
I69.961,ICD10CM,Other paralytic syndrome following unspecified cerebrovascular disease affecting right dominant side,cevd
I69.962,ICD10CM,Other paralytic syndrome following unspecified cerebrovascular disease affecting left dominant side,cevd
I69.963,ICD10CM,Other paralytic syndrome following unspecified cerebrovascular disease affecting right non-dominant side,cevd
I69.964,ICD10CM,Other paralytic syndrome following unspecified cerebrovascular disease affecting left non-dominant side,cevd
I69.965,ICD10CM,"Other paralytic syndrome following unspecified cerebrovascular disease, bilateral",cevd
I69.969,ICD10CM,Other paralytic syndrome following unspecified cerebrovascular disease affecting unspecified side,cevd
I69.990,ICD10CM,Apraxia following unspecified cerebrovascular disease,cevd
I69.991,ICD10CM,Dysphagia following unspecified cerebrovascular disease,cevd
I69.992,ICD10CM,Facial weakness following unspecified cerebrovascular disease,cevd
I69.993,ICD10CM,Ataxia following unspecified cerebrovascular disease,cevd
I69.998,ICD10CM,Other sequelae following unspecified cerebrovascular disease,cevd
I63.013,ICD10CM,Cerebral infarction due to thrombosis of bilateral vertebral arteries,cevd
I63.033,ICD10CM,Cerebral infarction due to thrombosis of bilateral carotid arteries,cevd
I63.113,ICD10CM,Cerebral infarction due to embolism of bilateral vertebral arteries,cevd
I63.133,ICD10CM,Cerebral infarction due to embolism of bilateral carotid arteries,cevd
I63.213,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of bilateral vertebral arteries,cevd
I63.233,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of bilateral carotid arteries,cevd
I63.313,ICD10CM,Cerebral infarction due to thrombosis of bilateral middle cerebral arteries,cevd
I63.323,ICD10CM,Cerebral infarction due to thrombosis of bilateral anterior cerebral arteries,cevd
I63.333,ICD10CM,Cerebral infarction due to thrombosis of bilateral posterior cerebral arteries,cevd
I63.343,ICD10CM,Cerebral infarction due to thrombosis of bilateral cerebellar arteries,cevd
I63.413,ICD10CM,Cerebral infarction due to embolism of bilateral middle cerebral arteries,cevd
I63.423,ICD10CM,Cerebral infarction due to embolism of bilateral anterior cerebral arteries,cevd
I63.433,ICD10CM,Cerebral infarction due to embolism of bilateral posterior cerebral arteries,cevd
I63.443,ICD10CM,Cerebral infarction due to embolism of bilateral cerebellar arteries,cevd
I63.513,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of bilateral middle cerebral arteries,cevd
I63.523,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of bilateral anterior cerebral arteries,cevd
I63.533,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of bilateral posterior cerebral arteries,cevd
I63.543,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of bilateral cerebellar arteries,cevd
I69.010,ICD10CM,Attention and concentration deficit following nontraumatic subarachnoid hemorrhage,cevd
I69.011,ICD10CM,Memory deficit following nontraumatic subarachnoid hemorrhage,cevd
I69.012,ICD10CM,Visuospatial deficit and spatial neglect following nontraumatic subarachnoid hemorrhage,cevd
I69.013,ICD10CM,Psychomotor deficit following nontraumatic subarachnoid hemorrhage,cevd
I69.014,ICD10CM,Frontal lobe and executive function deficit following nontraumatic subarachnoid hemorrhage,cevd
I69.015,ICD10CM,Cognitive social or emotional deficit following nontraumatic subarachnoid hemorrhage,cevd
I69.018,ICD10CM,Other symptoms and signs involving cognitive functions following nontraumatic subarachnoid hemorrhage,cevd
I69.019,ICD10CM,Unspecified symptoms and signs involving cognitive functions following nontraumatic subarachnoid hemorrhage,cevd
I69.110,ICD10CM,Attention and concentration deficit following nontraumatic intracerebral hemorrhage,cevd
I69.111,ICD10CM,Memory deficit following nontraumatic intracerebral hemorrhage,cevd
I69.112,ICD10CM,Visuospatial deficit and spatial neglect following nontraumatic intracerebral hemorrhage,cevd
I69.113,ICD10CM,Psychomotor deficit following nontraumatic intracerebral hemorrhage,cevd
I69.114,ICD10CM,Frontal lobe and executive function deficit following nontraumatic intracerebral hemorrhage,cevd
I69.115,ICD10CM,Cognitive social or emotional deficit following nontraumatic intracerebral hemorrhage,cevd
I69.118,ICD10CM,Other symptoms and signs involving cognitive functions following nontraumatic intracerebral hemorrhage,cevd
I69.119,ICD10CM,Unspecified symptoms and signs involving cognitive functions following nontraumatic intracerebral hemorrhage,cevd
I69.210,ICD10CM,Attention and concentration deficit following other nontraumatic intracranial hemorrhage,cevd
I69.211,ICD10CM,Memory deficit following other nontraumatic intracranial hemorrhage,cevd
I69.212,ICD10CM,Visuospatial deficit and spatial neglect following other nontraumatic intracranial hemorrhage,cevd
I69.213,ICD10CM,Psychomotor deficit following other nontraumatic intracranial hemorrhage,cevd
I69.214,ICD10CM,Frontal lobe and executive function deficit following other nontraumatic intracranial hemorrhage,cevd
I69.215,ICD10CM,Cognitive social or emotional deficit following other nontraumatic intracranial hemorrhage,cevd
I69.218,ICD10CM,Other symptoms and signs involving cognitive functions following other nontraumatic intracranial hemorrhage,cevd
I69.219,ICD10CM,Unspecified symptoms and signs involving cognitive functions following other nontraumatic intracranial hemorrhage,cevd
I69.310,ICD10CM,Attention and concentration deficit following cerebral infarction,cevd
I69.311,ICD10CM,Memory deficit following cerebral infarction,cevd
I69.312,ICD10CM,Visuospatial deficit and spatial neglect following cerebral infarction,cevd
I69.313,ICD10CM,Psychomotor deficit following cerebral infarction,cevd
I69.314,ICD10CM,Frontal lobe and executive function deficit following cerebral infarction,cevd
I69.315,ICD10CM,Cognitive social or emotional deficit following cerebral infarction,cevd
I69.318,ICD10CM,Other symptoms and signs involving cognitive functions following cerebral infarction,cevd
I69.319,ICD10CM,Unspecified symptoms and signs involving cognitive functions following cerebral infarction,cevd
I69.810,ICD10CM,Attention and concentration deficit following other cerebrovascular disease,cevd
I69.811,ICD10CM,Memory deficit following other cerebrovascular disease,cevd
I69.812,ICD10CM,Visuospatial deficit and spatial neglect following other cerebrovascular disease,cevd
I69.813,ICD10CM,Psychomotor deficit following other cerebrovascular disease,cevd
I69.814,ICD10CM,Frontal lobe and executive function deficit following other cerebrovascular disease,cevd
I69.815,ICD10CM,Cognitive social or emotional deficit following other cerebrovascular disease,cevd
I69.818,ICD10CM,Other symptoms and signs involving cognitive functions following other cerebrovascular disease,cevd
I69.819,ICD10CM,Unspecified symptoms and signs involving cognitive functions following other cerebrovascular disease,cevd
I69.910,ICD10CM,Attention and concentration deficit following unspecified cerebrovascular disease,cevd
I69.911,ICD10CM,Memory deficit following unspecified cerebrovascular disease,cevd
I69.912,ICD10CM,Visuospatial deficit and spatial neglect following unspecified cerebrovascular disease,cevd
I69.913,ICD10CM,Psychomotor deficit following unspecified cerebrovascular disease,cevd
I69.914,ICD10CM,Frontal lobe and executive function deficit following unspecified cerebrovascular disease,cevd
I69.915,ICD10CM,Cognitive social or emotional deficit following unspecified cerebrovascular disease,cevd
I69.918,ICD10CM,Other symptoms and signs involving cognitive functions following unspecified cerebrovascular disease,cevd
I69.919,ICD10CM,Unspecified symptoms and signs involving cognitive functions following unspecified cerebrovascular disease,cevd
I63.81,ICD10CM,Other cerebral infarction due to occlusion or stenosis of small artery,cevd
I67.858,ICD10CM,Other hereditary cerebrovascular disease,cevd
G45.4,ICD10CM,Transient global amnesia,cevd
I63.89,ICD10CM,Other cerebral infarction,cevd
I65.8,ICD10CM,Occlusion and stenosis of other precerebral arteries,cevd
I66.8,ICD10CM,Occlusion and stenosis of other cerebral arteries,cevd
I68.2,ICD10CM,Cerebral arteritis in other diseases classified elsewhere,cevd
I68.8,ICD10CM,Other cerebrovascular disorders in diseases classified elsewhere,cevd
I69.80,ICD10CM,Unspecified sequelae of other cerebrovascular disease,cevd
I63.29,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of other precerebral arteries,cevd
I66.3,ICD10CM,Occlusion and stenosis of cerebellar arteries,cevd
I67.0,ICD10CM,"Dissection of cerebral arteries, nonruptured",cevd
I67.89,ICD10CM,Other cerebrovascular disease,cevd
G46.5,ICD10CM,Pure motor lacunar syndrome,cevd
G46.6,ICD10CM,Pure sensory lacunar syndrome,cevd
G46.3,ICD10CM,Brain stem stroke syndrome,cevd
G46.4,ICD10CM,Cerebellar stroke syndrome,cevd
I63.6,ICD10CM,"Cerebral infarction due to cerebral venous thrombosis, nonpyogenic",cevd
G45.1,ICD10CM,Carotid artery syndrome (hemispheric),cevd
G45.2,ICD10CM,Multiple and bilateral precerebral artery syndromes,cevd
G46.1,ICD10CM,Anterior cerebral artery syndrome,cevd
G46.2,ICD10CM,Posterior cerebral artery syndrome,cevd
G45.8,ICD10CM,Other transient cerebral ischemic attacks and related syndromes,cevd
G46.7,ICD10CM,Other lacunar syndromes,cevd
G46.8,ICD10CM,Other vascular syndromes of brain in cerebrovascular diseases,cevd
I62.01,ICD10CM,Nontraumatic acute subdural hemorrhage,cevd
I62.9,ICD10CM,"Nontraumatic intracranial hemorrhage, unspecified",cevd
I66.9,ICD10CM,Occlusion and stenosis of unspecified cerebral artery,cevd
I67.3,ICD10CM,Progressive vascular leukoencephalopathy,cevd
I67.7,ICD10CM,"Cerebral arteritis, not elsewhere classified",cevd
I67.850,ICD10CM,Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy,cevd
I67.2,ICD10CM,Cerebral atherosclerosis,cevd
I63.9,ICD10CM,"Cerebral infarction, unspecified",cevd
G45.9,ICD10CM,"Transient cerebral ischemic attack, unspecified",cevd
I67.9,ICD10CM,"Cerebrovascular disease, unspecified",cevd
I67.5,ICD10CM,Moyamoya disease,cevd
G45.0,ICD10CM,Vertebro-basilar artery syndrome,cevd
I68.0,ICD10CM,Cerebral amyloid angiopathy,cevd
G45.3,ICD10CM,Amaurosis fugax,cevd
I67.4,ICD10CM,Hypertensive encephalopathy,cevd
I65.9,ICD10CM,Occlusion and stenosis of unspecified precerebral artery,cevd
I67.1,ICD10CM,"Cerebral aneurysm, nonruptured",cevd
I67.6,ICD10CM,Nonpyogenic thrombosis of intracranial venous system,cevd
G46.0,ICD10CM,Middle cerebral artery syndrome,cevd
I62.00,ICD10CM,"Nontraumatic subdural hemorrhage, unspecified",cevd
I65.1,ICD10CM,Occlusion and stenosis of basilar artery,cevd
I67.81,ICD10CM,Acute cerebrovascular insufficiency,cevd
I67.82,ICD10CM,Cerebral ischemia,cevd
I62.1,ICD10CM,Nontraumatic extradural hemorrhage,cevd
I61.1,ICD10CM,"Nontraumatic intracerebral hemorrhage in hemisphere, cortical",cevd
I61.0,ICD10CM,"Nontraumatic intracerebral hemorrhage in hemisphere, subcortical",cevd
I61.4,ICD10CM,Nontraumatic intracerebral hemorrhage in cerebellum,cevd
I61.3,ICD10CM,Nontraumatic intracerebral hemorrhage in brain stem,cevd
I60.9,ICD10CM,"Nontraumatic subarachnoid hemorrhage, unspecified",cevd
I67.83,ICD10CM,Posterior reversible encephalopathy syndrome,cevd
I67.841,ICD10CM,Reversible cerebrovascular vasoconstriction syndrome,cevd
I67.848,ICD10CM,Other cerebrovascular vasospasm and vasoconstriction,cevd
I61.9,ICD10CM,"Nontraumatic intracerebral hemorrhage, unspecified",cevd
G30.8,ICD10CM,Other Alzheimer's disease,dementia
G30.1,ICD10CM,Alzheimer's disease with late onset,dementia
G31.1,ICD10CM,"Senile degeneration of brain, not elsewhere classified",dementia
G30.0,ICD10CM,Alzheimer's disease with early onset,dementia
G30.9,ICD10CM,"Alzheimer's disease, unspecified",dementia
F01.50,ICD10CM,"Vascular dementia, unspecified severity, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety",dementia
F01.51,ICD10CM,"Vascular dementia, unspecified severity, with behavioral disturbance",dementia
F02.80,ICD10CM,"Dementia in other diseases classified elsewhere, unspecified severity, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety",dementia
F02.81,ICD10CM,"Dementia in other diseases classified elsewhere, unspecified severity, with behavioral disturbance",dementia
F03.90,ICD10CM,"Unspecified dementia, unspecified severity, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety",dementia
F03.91,ICD10CM,"Unspecified dementia, unspecified severity, with behavioral disturbance",dementia
J66.1,ICD10CM,Flax-dressers' disease,cpd
J43.0,ICD10CM,Unilateral pulmonary emphysema [MacLeod's syndrome],cpd
J45.20,ICD10CM,"Mild intermittent asthma, uncomplicated",cpd
J45.21,ICD10CM,Mild intermittent asthma with (acute) exacerbation,cpd
J45.22,ICD10CM,Mild intermittent asthma with status asthmaticus,cpd
J45.30,ICD10CM,"Mild persistent asthma, uncomplicated",cpd
J45.31,ICD10CM,Mild persistent asthma with (acute) exacerbation,cpd
J45.32,ICD10CM,Mild persistent asthma with status asthmaticus,cpd
J45.40,ICD10CM,"Moderate persistent asthma, uncomplicated",cpd
J45.41,ICD10CM,Moderate persistent asthma with (acute) exacerbation,cpd
J45.42,ICD10CM,Moderate persistent asthma with status asthmaticus,cpd
J45.50,ICD10CM,"Severe persistent asthma, uncomplicated",cpd
J45.51,ICD10CM,Severe persistent asthma with (acute) exacerbation,cpd
J45.52,ICD10CM,Severe persistent asthma with status asthmaticus,cpd
J45.901,ICD10CM,Unspecified asthma with (acute) exacerbation,cpd
J45.902,ICD10CM,Unspecified asthma with status asthmaticus,cpd
J45.909,ICD10CM,"Unspecified asthma, uncomplicated",cpd
J45.998,ICD10CM,Other asthma,cpd
J47.0,ICD10CM,Bronchiectasis with acute lower respiratory infection,cpd
J47.9,ICD10CM,"Bronchiectasis, uncomplicated",cpd
J47.1,ICD10CM,Bronchiectasis with (acute) exacerbation,cpd
J44.1,ICD10CM,Chronic obstructive pulmonary disease with (acute) exacerbation,cpd
I27.89,ICD10CM,Other specified pulmonary heart diseases,cpd
J62.8,ICD10CM,Pneumoconiosis due to other dust containing silica,cpd
J63.6,ICD10CM,Pneumoconiosis due to other specified inorganic dusts,cpd
J66.8,ICD10CM,Airway disease due to other specific organic dusts,cpd
J67.8,ICD10CM,Hypersensitivity pneumonitis due to other organic dusts,cpd
J41.8,ICD10CM,Mixed simple and mucopurulent chronic bronchitis,cpd
J44.0,ICD10CM,Chronic obstructive pulmonary disease with (acute) lower respiratory infection,cpd
J70.3,ICD10CM,Chronic drug-induced interstitial lung disorders,cpd
J65,ICD10CM,Pneumoconiosis associated with tuberculosis,cpd
J61,ICD10CM,Pneumoconiosis due to asbestos and other mineral fibers,cpd
J67.9,ICD10CM,Hypersensitivity pneumonitis due to unspecified organic dust,cpd
J68.4,ICD10CM,"Chronic respiratory conditions due to chemicals, gases, fumes and vapors",cpd
J45.991,ICD10CM,Cough variant asthma,cpd
I27.81,ICD10CM,Cor pulmonale (chronic),cpd
J60,ICD10CM,Coalworker's pneumoconiosis,cpd
J67.1,ICD10CM,Bagassosis,cpd
J63.2,ICD10CM,Berylliosis,cpd
J67.2,ICD10CM,Bird fancier's lung,cpd
J40,ICD10CM,"Bronchitis, not specified as acute or chronic",cpd
J66.0,ICD10CM,Byssinosis,cpd
J66.2,ICD10CM,Cannabinosis,cpd
J42,ICD10CM,Unspecified chronic bronchitis,cpd
I27.83,ICD10CM,Eisenmenger's syndrome,cpd
J45.990,ICD10CM,Exercise induced bronchospasm,cpd
J67.0,ICD10CM,Farmer's lung,cpd
J44.9,ICD10CM,"Chronic obstructive pulmonary disease, unspecified",cpd
J43.8,ICD10CM,Other emphysema,cpd
J64,ICD10CM,Unspecified pneumoconiosis,cpd
J43.9,ICD10CM,"Emphysema, unspecified",cpd
I27.9,ICD10CM,"Pulmonary heart disease, unspecified",cpd
J63.4,ICD10CM,Siderosis,cpd
J67.3,ICD10CM,Suberosis,cpd
J41.0,ICD10CM,Simple chronic bronchitis,cpd
J41.1,ICD10CM,Mucopurulent chronic bronchitis,cpd
J67.4,ICD10CM,Maltworker's lung,cpd
J67.5,ICD10CM,Mushroom-worker's lung,cpd
J67.6,ICD10CM,Maple-bark-stripper's lung,cpd
J67.7,ICD10CM,Air conditioner and humidifier lung,cpd
J70.1,ICD10CM,Chronic and other pulmonary manifestations due to radiation,cpd
J43.2,ICD10CM,Centrilobular emphysema,cpd
J62.0,ICD10CM,Pneumoconiosis due to talc dust,cpd
J43.1,ICD10CM,Panlobular emphysema,cpd
J63.1,ICD10CM,Bauxite fibrosis (of lung),cpd
J63.3,ICD10CM,Graphite fibrosis (of lung),cpd
J63.5,ICD10CM,Stannosis,cpd
J63.0,ICD10CM,Aluminosis (of lung),cpd
I27.82,ICD10CM,Chronic pulmonary embolism,cpd
M05.011,ICD10CM,"Felty's syndrome, right shoulder",rheumd
M05.012,ICD10CM,"Felty's syndrome, left shoulder",rheumd
M05.019,ICD10CM,"Felty's syndrome, unspecified shoulder",rheumd
M05.021,ICD10CM,"Felty's syndrome, right elbow",rheumd
M05.022,ICD10CM,"Felty's syndrome, left elbow",rheumd
M05.031,ICD10CM,"Felty's syndrome, right wrist",rheumd
M05.032,ICD10CM,"Felty's syndrome, left wrist",rheumd
M05.039,ICD10CM,"Felty's syndrome, unspecified wrist",rheumd
M05.041,ICD10CM,"Felty's syndrome, right hand",rheumd
M05.042,ICD10CM,"Felty's syndrome, left hand",rheumd
M05.051,ICD10CM,"Felty's syndrome, right hip",rheumd
M05.052,ICD10CM,"Felty's syndrome, left hip",rheumd
M05.061,ICD10CM,"Felty's syndrome, right knee",rheumd
M05.062,ICD10CM,"Felty's syndrome, left knee",rheumd
M05.071,ICD10CM,"Felty's syndrome, right ankle and foot",rheumd
M05.072,ICD10CM,"Felty's syndrome, left ankle and foot",rheumd
M05.079,ICD10CM,"Felty's syndrome, unspecified ankle and foot",rheumd
M05.10,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of unspecified site,rheumd
M05.111,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of right shoulder,rheumd
M05.112,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of left shoulder,rheumd
M05.119,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of unspecified shoulder,rheumd
M05.121,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of right elbow,rheumd
M05.122,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of left elbow,rheumd
M05.129,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of unspecified elbow,rheumd
M05.131,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of right wrist,rheumd
M05.132,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of left wrist,rheumd
M05.139,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of unspecified wrist,rheumd
M05.141,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of right hand,rheumd
M05.142,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of left hand,rheumd
M05.149,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of unspecified hand,rheumd
M05.159,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of unspecified hip,rheumd
M05.151,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of right hip,rheumd
M05.152,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of left hip,rheumd
M05.161,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of right knee,rheumd
M05.162,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of left knee,rheumd
M05.169,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of unspecified knee,rheumd
M05.171,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of right ankle and foot,rheumd
M05.172,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of left ankle and foot,rheumd
M05.179,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of unspecified ankle and foot,rheumd
M05.19,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of multiple sites,rheumd
M05.20,ICD10CM,Rheumatoid vasculitis with rheumatoid arthritis of unspecified site,rheumd
M05.211,ICD10CM,Rheumatoid vasculitis with rheumatoid arthritis of right shoulder,rheumd
M05.212,ICD10CM,Rheumatoid vasculitis with rheumatoid arthritis of left shoulder,rheumd
M05.219,ICD10CM,Rheumatoid vasculitis with rheumatoid arthritis of unspecified shoulder,rheumd
M05.221,ICD10CM,Rheumatoid vasculitis with rheumatoid arthritis of right elbow,rheumd
M05.222,ICD10CM,Rheumatoid vasculitis with rheumatoid arthritis of left elbow,rheumd
M05.229,ICD10CM,Rheumatoid vasculitis with rheumatoid arthritis of unspecified elbow,rheumd
M05.231,ICD10CM,Rheumatoid vasculitis with rheumatoid arthritis of right wrist,rheumd
M05.232,ICD10CM,Rheumatoid vasculitis with rheumatoid arthritis of left wrist,rheumd
M05.239,ICD10CM,Rheumatoid vasculitis with rheumatoid arthritis of unspecified wrist,rheumd
M05.249,ICD10CM,Rheumatoid vasculitis with rheumatoid arthritis of unspecified hand,rheumd
M05.241,ICD10CM,Rheumatoid vasculitis with rheumatoid arthritis of right hand,rheumd
M05.242,ICD10CM,Rheumatoid vasculitis with rheumatoid arthritis of left hand,rheumd
M05.251,ICD10CM,Rheumatoid vasculitis with rheumatoid arthritis of right hip,rheumd
M05.252,ICD10CM,Rheumatoid vasculitis with rheumatoid arthritis of left hip,rheumd
M05.259,ICD10CM,Rheumatoid vasculitis with rheumatoid arthritis of unspecified hip,rheumd
M05.261,ICD10CM,Rheumatoid vasculitis with rheumatoid arthritis of right knee,rheumd
M05.262,ICD10CM,Rheumatoid vasculitis with rheumatoid arthritis of left knee,rheumd
M05.269,ICD10CM,Rheumatoid vasculitis with rheumatoid arthritis of unspecified knee,rheumd
M05.271,ICD10CM,Rheumatoid vasculitis with rheumatoid arthritis of right ankle and foot,rheumd
M05.272,ICD10CM,Rheumatoid vasculitis with rheumatoid arthritis of left ankle and foot,rheumd
M05.279,ICD10CM,Rheumatoid vasculitis with rheumatoid arthritis of unspecified ankle and foot,rheumd
M05.29,ICD10CM,Rheumatoid vasculitis with rheumatoid arthritis of multiple sites,rheumd
M05.30,ICD10CM,Rheumatoid heart disease with rheumatoid arthritis of unspecified site,rheumd
M05.311,ICD10CM,Rheumatoid heart disease with rheumatoid arthritis of right shoulder,rheumd
M05.312,ICD10CM,Rheumatoid heart disease with rheumatoid arthritis of left shoulder,rheumd
M05.319,ICD10CM,Rheumatoid heart disease with rheumatoid arthritis of unspecified shoulder,rheumd
M05.321,ICD10CM,Rheumatoid heart disease with rheumatoid arthritis of right elbow,rheumd
M05.322,ICD10CM,Rheumatoid heart disease with rheumatoid arthritis of left elbow,rheumd
M05.329,ICD10CM,Rheumatoid heart disease with rheumatoid arthritis of unspecified elbow,rheumd
M05.331,ICD10CM,Rheumatoid heart disease with rheumatoid arthritis of right wrist,rheumd
M05.332,ICD10CM,Rheumatoid heart disease with rheumatoid arthritis of left wrist,rheumd
M05.339,ICD10CM,Rheumatoid heart disease with rheumatoid arthritis of unspecified wrist,rheumd
M05.341,ICD10CM,Rheumatoid heart disease with rheumatoid arthritis of right hand,rheumd
M05.342,ICD10CM,Rheumatoid heart disease with rheumatoid arthritis of left hand,rheumd
M05.349,ICD10CM,Rheumatoid heart disease with rheumatoid arthritis of unspecified hand,rheumd
M05.359,ICD10CM,Rheumatoid heart disease with rheumatoid arthritis of unspecified hip,rheumd
M05.351,ICD10CM,Rheumatoid heart disease with rheumatoid arthritis of right hip,rheumd
M05.352,ICD10CM,Rheumatoid heart disease with rheumatoid arthritis of left hip,rheumd
